sample_id,openness,conscientiousness,extraversion,agreeableness,neuroticism
174,0.2,0.6,0.3,0.4,0.1
175,0.2,0.6,0.2,0.4,0.3
176,0.3,0.7,0.3,0.6,0.2
177,0.3,0.6,0.2,0.7,0.1
178,0.3,0.6,0.3,0.5,0.4
179,0.2,0.6,0.3,0.4,0.1
180,0.3,0.5,0.3,0.4,0.2
181,0.3,0.7,0.2,0.4,0.1
182,0.3,0.6,0.4,0.5,0.2
183,0.3,0.6,0.4,0.5,0.2
184,0.3,0.6,0.3,0.5,0.4
185,0.3,0.6,0.3,0.5,0.2
186,0.3,0.6,0.2,0.7,0.5
187,0.2,0.3,0.1,0.4,0.1
188,0.2,0.3,0.1,0.2,0.6
189,0.3,0.6,0.3,0.5,0.2
190,0.3,0.8,0.4,0.6,0.1
191,0.3,0.6,0.2,0.5,0.1
192,0.3,0.6,0.4,0.5,0.2
193,0.3,0.6,0.2,0.8,0.5
194,0.3,0.6,0.2,0.7,0.1
195,0.3,0.6,0.4,0.5,0.2
196,0.3,0.7,0.4,0.5,0.2
197,0.3,0.6,0.4,0.7,0.1
198,0.3,0.6,0.4,0.5,0.2
199,0.3,0.7,0.2,0.5,0.1
200,0.3,0.7,0.2,0.4,0.1
201,0.3,0.7,0.4,0.6,0.2
202,0.3,0.7,0.4,0.6,0.2
203,0.2,0.6,0.3,0.4,0.1
204,0.3,0.7,0.3,0.6,0.2
205,0.3,0.5,0.3,0.4,0.6
206,0.6,0.3,0.4,0.5,0.2
207,0.3,0.8,0.2,0.6,0.1
208,0.2,0.6,0.3,0.4,0.1
209,0.3,0.6,0.3,0.4,0.1
210,0.3,0.7,0.2,0.8,0.6
211,0.3,0.5,0.3,0.4,0.2
212,0.2,0.6,0.3,0.4,0.1
213,0.2,0.6,0.1,0.4,0.1
214,0.2,0.5,0.3,0.4,0.1
215,0.3,0.6,0.3,0.5,0.2
216,0.3,0.6,0.2,0.5,0.1
217,0.3,0.5,0.4,0.4,0.2
218,0.3,0.6,0.2,0.4,0.1
219,0.1,0.4,0.2,0.3,0.1
220,0.3,0.5,0.3,0.4,0.2
221,0.2,0.4,0.3,0.5,0.1
222,0.2,0.6,0.2,0.4,0.1
223,0.3,0.7,0.4,0.6,0.2
224,0.2,0.8,0.1,0.6,0.2
225,0.3,0.7,0.3,0.6,0.4
226,0.3,0.6,0.3,0.5,0.2
227,0.3,0.7,0.4,0.8,0.2
228,0.3,0.6,0.2,0.5,0.1
229,0.2,0.7,0.3,0.5,0.1
230,0.2,0.6,0.3,0.5,0.1
231,0.3,0.6,0.3,0.4,0.2
232,0.3,0.7,0.3,0.6,0.2
233,0.3,0.6,0.3,0.5,0.2
234,0.2,0.6,0.3,0.4,0.1
235,0.2,0.4,0.3,0.4,0.1
236,0.3,0.6,0.2,0.5,0.4
237,0.3,0.7,0.3,0.5,0.2
238,0.3,0.6,0.4,0.7,0.2
239,0.2,0.6,0.1,0.3,0.1
240,0.4,0.6,0.3,0.5,0.2
241,0.2,0.6,0.3,0.4,0.1
242,0.3,0.6,0.3,0.4,0.1
243,0.3,0.6,0.3,0.5,0.2
244,0.4,0.6,0.3,0.5,0.2
245,0.2,0.6,0.3,0.4,0.1
246,0.2,0.3,0.1,0.2,0.5
247,0.3,0.5,0.3,0.6,0.7
248,0.2,0.3,0.1,0.2,0.1
249,0.3,0.6,0.3,0.7,0.5
250,0.3,0.6,0.2,0.4,0.1
251,0.2,0.6,0.3,0.4,0.1
252,0.3,0.6,0.2,0.7,0.1
253,0.3,0.4,0.3,0.5,0.2
254,0.2,0.6,0.3,0.4,0.1
255,0.3,0.6,0.4,0.7,0.5
256,0.3,0.7,0.3,0.5,0.2
257,0.3,0.4,0.3,0.4,0.2
258,0.3,0.6,0.2,0.5,0.4
259,0.3,0.7,0.2,0.6,0.1
260,0.2,0.4,0.2,0.4,0.1
261,0.3,0.7,0.2,0.6,0.4
262,0.2,0.4,0.3,0.5,0.1
263,0.3,0.7,0.4,0.6,0.2
264,0.2,0.8,0.1,0.6,0.1
265,0.2,0.4,0.1,0.5,0.3
266,0.3,0.7,0.2,0.5,0.1
267,0.2,0.6,0.3,0.4,0.1
268,0.3,0.6,0.3,0.5,0.2
269,0.2,0.4,0.3,0.4,0.5
270,0.3,0.6,0.2,0.5,0.4
271,0.3,0.6,0.3,0.4,0.2
272,0.3,0.6,0.2,0.4,0.1
273,0.3,0.6,0.2,0.5,0.1
274,0.2,0.8,0.1,0.4,0.1
275,0.3,0.7,0.3,0.5,0.2
276,0.3,0.6,0.2,0.5,0.3
277,0.3,0.6,0.2,0.4,0.1
278,0.4,0.7,0.3,0.6,0.2
279,0.2,0.6,0.3,0.4,0.1
280,0.2,0.6,0.2,0.4,0.1
281,0.3,0.7,0.4,0.8,0.2
282,0.2,0.6,0.3,0.4,0.1
283,0.3,0.8,0.4,0.7,0.2
284,0.3,0.7,0.3,0.4,0.2
285,0.3,0.6,0.2,0.5,0.4
286,0.3,0.5,0.3,0.5,0.2
287,0.3,0.6,0.4,0.5,0.2
288,0.2,0.6,0.3,0.4,0.1
289,0.3,0.6,0.2,0.5,0.1
290,0.3,0.7,0.4,0.8,0.2
291,0.2,0.5,0.1,0.3,0.1
292,0.3,0.6,0.2,0.5,0.1
293,0.2,0.4,0.3,0.4,0.1
294,0.4,0.7,0.3,0.5,0.2
295,0.3,0.7,0.4,0.6,0.3
296,0.2,0.4,0.3,0.5,0.1
297,0.4,0.6,0.3,0.5,0.1
298,0.3,0.7,0.4,0.6,0.2
299,0.3,0.6,0.2,0.5,0.1
300,0.3,0.7,0.4,0.6,0.2
301,0.3,0.7,0.3,0.6,0.1
302,0.3,0.7,0.2,0.5,0.1
303,0.3,0.6,0.3,0.5,0.2
304,0.2,0.6,0.3,0.4,0.1
305,0.3,0.6,0.3,0.5,0.2
306,0.3,0.2,0.1,0.7,0.8
307,0.2,0.6,0.3,0.4,0.3
308,0.2,0.6,0.3,0.5,0.1
309,0.2,0.6,0.2,0.4,0.1
310,0.2,0.6,0.3,0.4,0.1
311,0.3,0.7,0.4,0.8,0.1
312,0.3,0.6,0.3,0.4,0.2
313,0.3,0.6,0.3,0.4,0.5
314,0.65,0.4,0.3,0.5,0.2
315,0.3,0.7,0.3,0.8,0.2
316,0.4,0.6,0.3,0.6,0.5
317,0.2,0.6,0.3,0.5,0.1
318,0.2,0.6,0.3,0.4,0.1
319,0.3,0.7,0.2,0.5,0.1
320,0.3,0.7,0.4,0.6,0.2
321,0.3,0.6,0.3,0.5,0.4
322,0.3,0.8,0.2,0.7,0.6
323,0.3,0.5,0.2,0.8,0.6
324,0.3,0.5,0.4,0.5,0.2
325,0.2,0.6,0.3,0.4,0.5
326,0.3,0.5,0.6,0.7,0.2
327,0.6,0.7,0.8,0.7,0.2
328,0.3,0.7,0.3,0.6,0.4
329,0.3,0.5,0.2,0.4,0.6
330,0.3,0.6,0.2,0.8,0.4
331,0.4,0.7,0.3,0.6,0.2
332,0.2,0.6,0.3,0.4,0.1
333,0.3,0.6,0.2,0.5,0.1
334,0.3,0.7,0.4,0.6,0.2
335,0.3,0.6,0.2,0.4,0.2
336,0.3,0.6,0.4,0.5,0.2
337,0.3,0.7,0.4,0.6,0.2
338,0.2,0.6,0.1,0.3,0.4
339,0.2,0.6,0.3,0.4,0.1
340,0.4,0.6,0.3,0.5,0.2
341,0.2,0.6,0.3,0.5,0.1
342,0.3,0.7,0.3,0.6,0.2
343,0.3,0.6,0.3,0.4,0.1
344,0.3,0.8,0.3,0.6,0.2
345,0.2,0.6,0.3,0.7,0.1
346,0.3,0.4,0.2,0.5,0.6
347,0.3,0.6,0.2,0.5,0.1
348,0.3,0.5,0.4,0.7,0.6
349,0.3,0.7,0.3,0.6,0.2
350,0.3,0.6,0.3,0.5,0.1
351,0.3,0.6,0.2,0.4,0.4
352,0.3,0.6,0.2,0.5,0.1
353,0.3,0.7,0.4,0.6,0.1
354,0.4,0.7,0.3,0.6,0.2
355,0.3,0.7,0.2,0.6,0.1
356,0.4,0.6,0.5,0.8,0.2
357,0.3,0.6,0.2,0.5,0.1
358,0.2,0.6,0.3,0.4,0.1
359,0.3,0.6,0.2,0.4,0.1
360,0.1,0.2,0.1,0.2,0.1
361,0.3,0.6,0.2,0.4,0.1
362,0.3,0.6,0.3,0.4,0.2
363,0.3,0.6,0.2,0.5,0.1
364,0.3,0.6,0.3,0.4,0.2
365,0.2,0.6,0.3,0.5,0.7
366,0.3,0.7,0.3,0.6,0.2
367,0.2,0.6,0.3,0.4,0.1
368,0.4,0.7,0.4,0.8,0.2
369,0.55,0.8,0.4,0.75,0.2
370,0.3,0.5,0.4,0.7,0.2
371,0.3,0.6,0.3,0.4,0.2
372,0.6,0.8,0.5,0.7,0.1
373,0.3,0.6,0.2,0.5,0.1
374,0.3,0.7,0.2,0.8,0.4
375,0.3,0.6,0.2,0.4,0.7
376,0.4,0.7,0.3,0.6,0.2
377,0.2,0.5,0.3,0.4,0.1
378,0.2,0.6,0.1,0.4,0.1
379,0.3,0.6,0.4,0.7,0.2
380,0.3,0.6,0.3,0.6,0.2
381,0.3,0.6,0.2,0.4,0.1
382,0.3,0.6,0.2,0.4,0.1
383,0.3,0.4,0.2,0.8,0.6
384,0.3,0.6,0.2,0.5,0.1
385,0.2,0.6,0.3,0.4,0.3
386,0.3,0.7,0.4,0.6,0.2
387,0.2,0.4,0.2,0.3,0.6
388,0.4,0.7,0.3,0.6,0.3
389,0.3,0.7,0.4,0.6,0.2
390,0.3,0.1,0.1,0.2,0.1
391,0.2,0.6,0.3,0.5,0.1
392,0.3,0.7,0.4,0.8,0.2
393,0.2,0.6,0.2,0.3,0.1
394,0.3,0.6,0.3,0.5,0.2
395,0.3,0.5,0.4,0.4,0.2
396,0.3,0.6,0.2,0.5,0.1
397,0.3,0.6,0.3,0.7,0.2
398,0.2,0.4,0.3,0.5,0.1
399,0.4,0.5,0.4,0.5,0.3
400,0.3,0.6,0.3,0.5,0.4
401,0.3,0.6,0.4,0.5,0.2
402,0.2,0.6,0.3,0.4,0.1
403,0.3,0.6,0.2,0.5,0.1
404,0.3,0.5,0.4,0.5,0.2
405,0.3,0.7,0.3,0.5,0.2
406,0.3,0.6,0.2,0.5,0.1
407,0.6,0.8,0.4,0.7,0.2
408,0.3,0.6,0.2,0.5,0.1
409,0.3,0.6,0.4,0.7,0.8
410,0.2,0.6,0.3,0.5,0.1
411,0.2,0.6,0.3,0.4,0.1
412,0.3,0.6,0.3,0.4,0.2
413,0.3,0.6,0.2,0.5,0.1
414,0.3,0.6,0.3,0.4,0.2
415,0.3,0.7,0.4,0.6,0.2
416,0.2,0.6,0.3,0.4,0.1
417,0.4,0.6,0.3,0.7,0.1
418,0.3,0.7,0.3,0.5,0.1
419,0.3,0.6,0.2,0.4,0.1
420,0.3,0.7,0.2,0.5,0.1
421,0.3,0.6,0.4,0.5,0.2
422,0.3,0.6,0.2,0.5,0.1
423,0.2,0.6,0.1,0.3,0.0
424,0.3,0.5,0.4,0.6,0.2
425,0.3,0.7,0.4,0.8,0.2
426,0.3,0.5,0.3,0.4,0.2
427,0.3,0.5,0.3,0.4,0.6
428,0.4,0.7,0.3,0.6,0.2
429,0.3,0.6,0.2,0.5,0.4
430,0.3,0.6,0.3,0.5,0.2
431,0.3,0.6,0.3,0.5,0.2
432,0.1,0.3,0.2,0.4,0.0
433,0.3,0.6,0.3,0.8,0.7
434,0.2,0.6,0.3,0.5,0.1
435,0.3,0.7,0.4,0.5,0.2
436,0.3,0.6,0.2,0.4,0.1
437,0.2,0.5,0.3,0.4,0.1
438,0.3,0.7,0.2,0.5,0.1
439,0.2,0.4,0.2,0.4,0.1
440,0.3,0.5,0.3,0.4,0.2
441,0.3,0.5,0.3,0.5,0.2
442,0.3,0.6,0.2,0.7,0.1
443,0.3,0.6,0.2,0.5,0.1
444,0.2,0.6,0.2,0.4,0.6
445,0.3,0.7,0.4,0.6,0.2
446,0.2,0.6,0.2,0.4,0.1
447,0.3,0.6,0.4,0.5,0.2
448,0.3,0.6,0.2,0.8,0.4
449,0.3,0.6,0.2,0.4,0.1
450,0.2,0.4,0.3,0.5,0.1
451,0.3,0.7,0.3,0.6,0.4
452,0.3,0.6,0.3,0.4,0.2
453,0.3,0.7,0.3,0.6,0.1
454,0.4,0.5,0.4,0.5,0.2
455,0.4,0.6,0.3,0.5,0.2
456,0.3,0.4,0.3,0.5,0.2
457,0.3,0.6,0.2,0.5,0.1
458,0.3,0.6,0.2,0.5,0.1
459,0.3,0.6,0.3,0.4,0.2
460,0.3,0.6,0.2,0.5,0.1
461,0.3,0.4,0.3,0.5,0.2
462,0.3,0.8,0.3,0.5,0.1
463,0.3,0.7,0.4,0.5,0.2
464,0.3,0.6,0.2,0.4,0.1
465,0.2,0.6,0.2,0.3,0.1
466,0.2,0.3,0.2,0.4,0.1
467,0.3,0.6,0.3,0.5,0.4
468,0.3,0.6,0.2,0.5,0.1
469,0.3,0.7,0.2,0.6,0.1
470,0.3,0.7,0.2,0.4,0.1
471,0.3,0.7,0.4,0.6,0.2
472,0.4,0.7,0.3,0.6,0.1
473,0.4,0.6,0.3,0.8,0.2
474,0.3,0.6,0.2,0.4,0.1
475,0.3,0.6,0.2,0.5,0.2
476,0.3,0.8,0.2,0.5,0.3
477,0.3,0.5,0.4,0.4,0.2
478,0.3,0.6,0.3,0.5,0.1
479,0.4,0.7,0.4,0.6,0.3
480,0.3,0.6,0.2,0.4,0.5
481,0.3,0.6,0.2,0.5,0.2
482,0.3,0.6,0.3,0.4,0.1
483,0.2,0.4,0.2,0.6,0.1
484,0.3,0.7,0.4,0.5,0.2
485,0.3,0.8,0.2,0.5,0.1
486,0.3,0.6,0.2,0.5,0.1
487,0.2,0.7,0.3,0.6,0.1
488,0.2,0.4,0.1,0.3,0.3
489,0.3,0.7,0.3,0.6,0.2
490,0.3,0.7,0.2,0.5,0.4
491,0.4,0.7,0.4,0.6,0.3
492,0.3,0.6,0.2,0.7,0.1
493,0.3,0.6,0.4,0.7,0.2
494,0.3,0.6,0.2,0.5,0.1
495,0.3,0.6,0.3,0.5,0.2
496,0.3,0.6,0.2,0.7,0.1
497,0.2,0.3,0.1,0.6,0.8
498,0.3,0.7,0.3,0.6,0.2
499,0.3,0.4,0.3,0.3,0.5
