sample_id,openness,conscientiousness,extraversion,agreeableness,neuroticism
69,0.5,0.5,0.5,0.5,0.5
70,0.2,0.65,0.15,0.45,0.55
71,0.5,0.5,0.5,0.5,0.5
72,0.2,0.8,0.1,0.6,0.2
73,0.35,0.65,0.3,0.45,0.25
74,0.2,0.6,0.1,0.3,0.4
75,0.3,0.4,0.2,0.4,0.7
76,0.3,0.85,0.2,0.55,0.2
77,0.2,0.7,0.1,0.3,0.6
78,0.2,0.8,0.15,0.45,0.35
79,0.2,0.78,0.1,0.25,0.45
80,0.2,0.7,0.2,0.4,0.7
81,0.2,0.75,0.2,0.5,0.4
82,0.2,0.7,0.1,0.5,0.4
83,0.2,0.75,0.15,0.2,0.25
84,0.2,0.78,0.15,0.6,0.3
85,0.75,0.88,0.52,0.45,0.2
86,0.25,0.78,0.15,0.35,0.2
87,0.35,0.81,0.22,0.42,0.55
88,0.2,0.7,0.1,0.2,0.1
89,0.25,0.68,0.2,0.4,0.3
90,0.4,0.7,0.2,0.45,0.5
91,0.2,0.75,0.1,0.3,0.45
92,0.2,0.6,0.2,0.4,0.2
93,0.4,0.7,0.3,0.5,0.5
94,0.22,0.81,0.12,0.41,0.28
95,0.25,0.85,0.2,0.7,0.2
96,0.3,0.7,0.2,0.4,0.2
97,0.25,0.85,0.2,0.45,0.3
98,0.2,0.6,0.1,0.2,0.5
99,0.22,0.86,0.25,0.63,0.31
100,0.2,0.82,0.28,0.38,0.55
101,0.45,0.75,0.2,0.35,0.2
102,0.2,0.5,0.3,0.7,0.2
103,0.15,0.68,0.1,0.25,0.15
104,0.2,0.5,0.1,0.4,0.3
105,0.2,0.7,0.1,0.3,0.4
106,0.35,0.77,0.2,0.66,0.42
107,0.55,0.78,0.25,0.45,0.35
108,0.15,0.7,0.1,0.4,0.1
109,0.2,0.68,0.15,0.35,0.45
110,0.3,0.85,0.2,0.35,0.45
111,0.2,0.6,0.2,0.3,0.2
112,0.2,0.85,0.15,0.45,0.1
113,0.3,0.6,0.2,0.5,0.4
114,0.55,0.78,0.35,0.6,0.3
115,0.2,0.7,0.1,0.4,0.1
116,0.25,0.82,0.12,0.34,0.18
117,0.3,0.75,0.2,0.45,0.4
118,0.35,0.81,0.42,0.5,0.18
119,0.15,0.78,0.08,0.22,0.38
120,0.25,0.8,0.15,0.6,0.58
121,0.2,0.6,0.2,0.3,0.2
122,0.2,0.7,0.1,0.3,0.2
123,0.2,0.78,0.15,0.4,0.2
124,0.3,0.75,0.2,0.45,0.55
125,0.25,0.78,0.15,0.45,0.2
126,0.2,0.35,0.1,0.2,0.3
127,0.35,0.75,0.4,0.65,0.3
128,0.2,0.75,0.15,0.4,0.2
129,0.4,0.3,0.4,0.5,0.2
130,0.2,0.65,0.2,0.75,0.2
131,0.5,0.5,0.5,0.5,0.5
132,0.45,0.82,0.3,0.55,0.2
133,0.75,0.55,0.6,0.4,0.35
134,0.2,0.75,0.1,0.55,0.4
135,0.2,0.5,0.1,0.2,0.4
136,0.2,0.8,0.1,0.4,0.3
137,0.2,0.7,0.1,0.4,0.4
138,0.2,0.6,0.2,0.3,0.4
139,0.2,0.68,0.15,0.22,0.45
140,0.2,0.8,0.1,0.5,0.6
141,0.2,0.6,0.2,0.3,0.2
142,0.2,0.7,0.15,0.4,0.65
143,0.2,0.85,0.15,0.45,0.3
144,0.2,0.7,0.1,0.3,0.1
145,0.2,0.75,0.15,0.3,0.1
146,0.25,0.82,0.15,0.42,0.18
147,0.4,0.8,0.2,0.3,0.2
148,0.2,0.8,0.1,0.3,0.2
149,0.2,0.6,0.1,0.3,0.6
150,0.2,0.65,0.2,0.45,0.4
151,0.4,0.7,0.2,0.4,0.2
152,0.2,0.8,0.1,0.4,0.1
153,0.25,0.78,0.2,0.65,0.35
154,0.25,0.78,0.15,0.6,0.2
155,0.2,0.68,0.15,0.45,0.35
156,0.2,0.8,0.1,0.2,0.35
157,0.2,0.8,0.1,0.4,0.7
158,0.2,0.8,0.1,0.4,0.2
159,0.2,0.78,0.15,0.62,0.28
160,0.2,0.8,0.3,0.4,0.2
161,0.2,0.8,0.1,0.4,0.6
162,0.2,0.8,0.2,0.35,0.2
163,0.2,0.85,0.2,0.3,0.15
164,0.2,0.6,0.1,0.4,0.6
165,0.2,0.7,0.1,0.3,0.4
166,0.15,0.68,0.08,0.32,0.48
167,0.55,0.82,0.35,0.72,0.18
168,0.2,0.78,0.15,0.3,0.62
169,0.2,0.75,0.15,0.2,0.3
170,0.2,0.75,0.2,0.4,0.55
171,0.2,0.75,0.15,0.4,0.55
172,0.2,0.75,0.1,0.5,0.1
173,0.2,0.8,0.1,0.2,0.4
174,0.3,0.7,0.1,0.2,0.2
175,0.2,0.7,0.1,0.3,0.4
176,0.3,0.78,0.15,0.45,0.2
177,0.2,0.6,0.1,0.45,0.2
178,0.2,0.75,0.15,0.45,0.6
179,0.2,0.6,0.2,0.4,0.5
180,0.2,0.7,0.2,0.35,0.3
181,0.2,0.8,0.2,0.45,0.6
182,0.2,0.75,0.15,0.4,0.6
183,0.45,0.78,0.25,0.4,0.3
184,0.2,0.68,0.15,0.5,0.35
185,0.2,0.8,0.1,0.4,0.3
186,0.2,0.75,0.15,0.45,0.55
187,0.2,0.6,0.2,0.3,0.5
188,0.2,0.4,0.1,0.1,0.1
189,0.45,0.78,0.18,0.53,0.15
190,0.2,0.85,0.2,0.55,0.1
191,0.3,0.75,0.2,0.4,0.2
192,0.2,0.75,0.15,0.45,0.55
193,0.2,0.75,0.2,0.65,0.55
194,0.2,0.75,0.15,0.45,0.55
195,0.2,0.6,0.2,0.3,0.2
196,0.2,0.8,0.2,0.3,0.2
197,0.55,0.85,0.35,0.7,0.2
198,0.2,0.7,0.1,0.45,0.3
199,0.2,0.8,0.1,0.3,0.2
200,0.2,0.85,0.1,0.35,0.15
201,0.25,0.82,0.18,0.62,0.38
202,0.4,0.8,0.2,0.6,0.2
203,0.2,0.7,0.1,0.3,0.2
204,0.2,0.8,0.2,0.6,0.1
205,0.2,0.7,0.2,0.3,0.2
206,0.6,0.4,0.35,0.45,0.3
207,0.2,0.86,0.15,0.45,0.08
208,0.2,0.8,0.1,0.2,0.1
209,0.2,0.78,0.15,0.45,0.1
210,0.3,0.85,0.2,0.72,0.55
211,0.2,0.75,0.15,0.4,0.45
212,0.2,0.68,0.15,0.35,0.45
213,0.15,0.71,0.1,0.2,0.34
214,0.2,0.7,0.1,0.4,0.3
215,0.2,0.7,0.1,0.3,0.2
216,0.2,0.8,0.1,0.4,0.3
217,0.2,0.6,0.2,0.3,0.2
218,0.2,0.75,0.1,0.3,0.2
219,0.2,0.6,0.1,0.3,0.15
220,0.2,0.68,0.15,0.45,0.4
221,0.2,0.6,0.1,0.5,0.6
222,0.2,0.8,0.1,0.3,0.2
223,0.22,0.84,0.45,0.71,0.35
224,0.3,0.85,0.2,0.4,0.3
225,0.3,0.8,0.2,0.6,0.5
226,0.2,0.85,0.15,0.4,0.3
227,0.58,0.85,0.45,0.78,0.2
228,0.45,0.78,0.18,0.33,0.15
229,0.2,0.8,0.15,0.4,0.45
230,0.2,0.75,0.15,0.35,0.65
231,0.3,0.6,0.2,0.5,0.2
232,0.2,0.78,0.1,0.35,0.55
233,0.3,0.8,0.2,0.4,0.6
234,0.1,0.7,0.1,0.3,0.2
235,0.2,0.6,0.2,0.4,0.5
236,0.2,0.7,0.1,0.3,0.4
237,0.2,0.8,0.15,0.4,0.1
238,0.45,0.78,0.28,0.62,0.54
239,0.2,0.6,0.1,0.2,0.1
240,0.35,0.78,0.2,0.45,0.25
241,0.2,0.65,0.15,0.3,0.2
242,0.2,0.7,0.2,0.4,0.3
243,0.2,0.75,0.15,0.35,0.2
244,0.6,0.8,0.3,0.5,0.4
245,0.2,0.55,0.1,0.2,0.1
246,0.2,0.45,0.2,0.3,0.75
247,0.2,0.6,0.1,0.45,0.7
248,0.2,0.4,0.2,0.2,0.1
249,0.25,0.81,0.3,0.77,0.56
250,0.3,0.8,0.2,0.4,0.2
251,0.2,0.7,0.2,0.4,0.3
252,0.25,0.68,0.22,0.55,0.38
253,0.22,0.48,0.14,0.21,0.19
254,0.3,0.75,0.2,0.4,0.3
255,0.2,0.85,0.3,0.65,0.55
256,0.2,0.8,0.1,0.3,0.4
257,0.2,0.5,0.2,0.3,0.3
258,0.25,0.75,0.15,0.3,0.6
259,0.2,0.8,0.2,0.35,0.2
260,0.2,0.7,0.2,0.4,0.2
261,0.25,0.85,0.15,0.35,0.4
262,0.3,0.7,0.2,0.5,0.2
263,0.55,0.85,0.2,0.65,0.45
264,0.2,0.88,0.1,0.25,0.1
265,0.2,0.4,0.1,0.2,0.3
266,0.4,0.75,0.2,0.3,0.25
267,0.2,0.8,0.1,0.3,0.5
268,0.3,0.75,0.2,0.55,0.65
269,0.2,0.5,0.2,0.3,0.4
270,0.25,0.78,0.18,0.44,0.62
271,0.2,0.8,0.1,0.3,0.2
272,0.35,0.78,0.15,0.45,0.2
273,0.2,0.8,0.2,0.4,0.3
274,0.15,0.85,0.1,0.2,0.1
275,0.15,0.68,0.12,0.35,0.48
276,0.2,0.66,0.15,0.45,0.5
277,0.2,0.75,0.1,0.4,0.45
278,0.55,0.85,0.35,0.65,0.2
279,0.2,0.65,0.15,0.45,0.4
280,0.2,0.6,0.2,0.4,0.3
281,0.2,0.8,0.3,0.6,0.2
282,0.2,0.66,0.1,0.2,0.3
283,0.3,0.9,0.3,0.6,0.2
284,0.35,0.85,0.2,0.4,0.2
285,0.25,0.75,0.2,0.45,0.55
286,0.42,0.68,0.31,0.39,0.28
287,0.2,0.6,0.1,0.2,0.3
288,0.15,0.85,0.1,0.4,0.3
289,0.2,0.7,0.15,0.4,0.2
290,0.2,0.8,0.3,0.7,0.2
291,0.15,0.68,0.12,0.3,0.38
292,0.25,0.75,0.2,0.65,0.2
293,0.2,0.72,0.1,0.2,0.3
294,0.25,0.78,0.2,0.48,0.3
295,0.2,0.8,0.2,0.6,0.6
296,0.4,0.6,0.2,0.3,0.2
297,0.65,0.78,0.35,0.45,0.2
298,0.2,0.85,0.15,0.4,0.1
299,0.2,0.85,0.15,0.4,0.3
300,0.25,0.85,0.2,0.65,0.3
301,0.2,0.8,0.15,0.45,0.3
302,0.2,0.8,0.15,0.3,0.3
303,0.2,0.75,0.15,0.3,0.4
304,0.2,0.75,0.1,0.3,0.2
305,0.15,0.78,0.18,0.62,0.28
306,0.2,0.3,0.2,0.4,0.7
307,0.2,0.75,0.15,0.3,0.4
308,0.2,0.7,0.1,0.3,0.4
309,0.3,0.55,0.2,0.4,0.45
310,0.2,0.8,0.1,0.3,0.3
311,0.65,0.78,0.35,0.7,0.2
312,0.55,0.73,0.18,0.42,0.15
313,0.2,0.8,0.1,0.2,0.1
314,0.75,0.65,0.2,0.4,0.2
315,0.2,0.78,0.15,0.62,0.28
316,0.45,0.78,0.18,0.53,0.57
317,0.2,0.8,0.1,0.3,0.4
318,0.2,0.8,0.2,0.3,0.4
319,0.2,0.8,0.1,0.4,0.2
320,0.55,0.78,0.45,0.4,0.25
321,0.2,0.6,0.1,0.3,0.4
322,0.25,0.76,0.2,0.55,0.62
323,0.2,0.65,0.15,0.78,0.52
324,0.3,0.75,0.2,0.35,0.55
325,0.2,0.6,0.2,0.4,0.7
326,0.25,0.65,0.4,0.55,0.3
327,0.73,0.81,0.42,0.62,0.18
328,0.2,0.8,0.1,0.4,0.2
329,0.2,0.6,0.1,0.4,0.7
330,0.2,0.78,0.3,0.6,0.45
331,0.6,0.9,0.45,0.8,0.2
332,0.3,0.66,0.2,0.4,0.35
333,0.2,0.78,0.15,0.3,0.12
334,0.55,0.82,0.2,0.35,0.3
335,0.2,0.78,0.1,0.22,0.35
336,0.4,0.7,0.2,0.4,0.2
337,0.25,0.85,0.2,0.6,0.2
338,0.2,0.7,0.1,0.4,0.5
339,0.2,0.65,0.15,0.4,0.2
340,0.68,0.81,0.3,0.55,0.35
341,0.2,0.7,0.1,0.2,0.3
342,0.25,0.85,0.15,0.35,0.3
343,0.35,0.78,0.28,0.42,0.22
344,0.3,0.85,0.2,0.4,0.2
345,0.35,0.78,0.34,0.71,0.28
346,0.25,0.6,0.2,0.4,0.65
347,0.55,0.78,0.3,0.45,0.2
348,0.25,0.75,0.3,0.55,0.8
349,0.35,0.85,0.2,0.55,0.45
350,0.2,0.65,0.2,0.3,0.2
351,0.2,0.75,0.15,0.2,0.55
352,0.2,0.75,0.1,0.35,0.3
353,0.3,0.85,0.2,0.65,0.15
354,0.45,0.85,0.35,0.78,0.2
355,0.6,0.8,0.2,0.4,0.2
356,0.4,0.75,0.65,0.85,0.2
357,0.35,0.68,0.22,0.42,0.18
358,0.3,0.75,0.2,0.35,0.2
359,0.2,0.65,0.15,0.4,0.55
360,0.2,0.6,0.2,0.4,0.3
361,0.2,0.7,0.2,0.4,0.4
362,0.2,0.7,0.1,0.2,0.3
363,0.2,0.8,0.15,0.3,0.25
364,0.3,0.7,0.2,0.4,0.4
365,0.2,0.75,0.15,0.4,0.65
366,0.2,0.82,0.12,0.62,0.18
367,0.2,0.73,0.15,0.3,0.42
368,0.45,0.85,0.35,0.65,0.2
369,0.81,0.86,0.44,0.73,0.19
370,0.35,0.66,0.3,0.74,0.42
371,0.2,0.7,0.2,0.5,0.3
372,0.75,0.81,0.66,0.71,0.15
373,0.2,0.8,0.1,0.4,0.4
374,0.2,0.8,0.45,0.7,0.4
375,0.2,0.55,0.15,0.3,0.65
376,0.35,0.62,0.18,0.3,0.15
377,0.2,0.68,0.2,0.3,0.2
378,0.15,0.78,0.12,0.35,0.45
379,0.3,0.75,0.15,0.45,0.2
380,0.2,0.8,0.2,0.3,0.4
381,0.2,0.7,0.1,0.3,0.2
382,0.2,0.75,0.15,0.4,0.55
383,0.25,0.45,0.2,0.65,0.7
384,0.45,0.78,0.15,0.3,0.2
385,0.1,0.75,0.1,0.2,0.2
386,0.2,0.85,0.15,0.4,0.1
387,0.2,0.55,0.1,0.2,0.68
388,0.55,0.82,0.22,0.71,0.57
389,0.4,0.8,0.3,0.7,0.2
390,0.68,0.55,0.15,0.15,0.1
391,0.2,0.78,0.15,0.45,0.32
392,0.2,0.85,0.45,0.78,0.15
393,0.2,0.78,0.1,0.3,0.2
394,0.28,0.71,0.22,0.38,0.46
395,0.5,0.5,0.5,0.5,0.5
396,0.35,0.73,0.22,0.42,0.18
397,0.2,0.7,0.2,0.3,0.5
398,0.2,0.6,0.2,0.3,0.1
399,0.55,0.78,0.2,0.35,0.15
400,0.2,0.7,0.2,0.3,0.5
401,0.2,0.6,0.2,0.4,0.4
402,0.2,0.6,0.1,0.3,0.5
403,0.3,0.8,0.2,0.4,0.45
404,0.25,0.55,0.2,0.35,0.6
405,0.2,0.8,0.15,0.45,0.3
406,0.25,0.78,0.12,0.3,0.08
407,0.4,0.85,0.3,0.7,0.2
408,0.15,0.85,0.2,0.4,0.55
409,0.2,0.75,0.2,0.3,0.6
410,0.2,0.75,0.1,0.4,0.2
411,0.2,0.8,0.1,0.3,0.2
412,0.2,0.86,0.28,0.38,0.33
413,0.35,0.78,0.18,0.52,0.22
414,0.2,0.75,0.1,0.3,0.45
415,0.35,0.8,0.2,0.45,0.3
416,0.2,0.8,0.1,0.3,0.1
417,0.55,0.7,0.35,0.5,0.2
418,0.2,0.8,0.2,0.4,0.3
419,0.2,0.8,0.1,0.3,0.1
420,0.2,0.85,0.15,0.45,0.2
421,0.2,0.8,0.2,0.45,0.2
422,0.4,0.7,0.2,0.55,0.3
423,0.2,0.8,0.1,0.4,0.2
424,0.35,0.65,0.2,0.7,0.25
425,0.35,0.78,0.22,0.66,0.24
426,0.15,0.75,0.1,0.2,0.25
427,0.2,0.65,0.2,0.4,0.65
428,0.45,0.85,0.2,0.5,0.15
429,0.1,0.7,0.1,0.3,0.6
430,0.2,0.55,0.15,0.45,0.35
431,0.2,0.7,0.2,0.5,0.6
432,0.2,0.4,0.2,0.3,0.2
433,0.2,0.68,0.2,0.73,0.55
434,0.2,0.6,0.1,0.2,0.5
435,0.25,0.82,0.18,0.42,0.3
436,0.15,0.65,0.1,0.2,0.35
437,0.4,0.68,0.3,0.4,0.2
438,0.45,0.78,0.3,0.52,0.18
439,0.3,0.7,0.2,0.4,0.2
440,0.2,0.68,0.15,0.3,0.45
441,0.2,0.6,0.1,0.2,0.3
442,0.2,0.7,0.1,0.6,0.2
443,0.2,0.84,0.15,0.34,0.28
444,0.2,0.55,0.15,0.2,0.1
445,0.3,0.8,0.2,0.4,0.2
446,0.2,0.75,0.2,0.3,0.15
447,0.2,0.78,0.12,0.45,0.28
448,0.2,0.65,0.2,0.75,0.6
449,0.2,0.73,0.15,0.38,0.42
450,0.2,0.65,0.1,0.4,0.45
451,0.25,0.78,0.3,0.55,0.45
452,0.2,0.75,0.1,0.2,0.45
453,0.35,0.85,0.2,0.45,0.2
454,0.35,0.75,0.2,0.4,0.3
455,0.2,0.75,0.2,0.3,0.2
456,0.65,0.75,0.35,0.4,0.3
457,0.25,0.75,0.2,0.4,0.2
458,0.55,0.72,0.18,0.44,0.21
459,0.2,0.7,0.1,0.3,0.4
460,0.22,0.78,0.14,0.35,0.32
461,0.2,0.5,0.1,0.4,0.1
462,0.2,0.85,0.15,0.35,0.2
463,0.25,0.85,0.3,0.45,0.2
464,0.15,0.84,0.09,0.18,0.24
465,0.3,0.8,0.2,0.3,0.2
466,0.2,0.75,0.15,0.45,0.05
467,0.2,0.85,0.1,0.6,0.35
468,0.2,0.75,0.15,0.35,0.2
469,0.35,0.82,0.18,0.62,0.15
470,0.2,0.85,0.15,0.3,0.6
471,0.35,0.85,0.2,0.5,0.15
472,0.4,0.8,0.3,0.5,0.2
473,0.2,0.8,0.3,0.75,0.55
474,0.2,0.8,0.1,0.3,0.2
475,0.2,0.65,0.1,0.3,0.25
476,0.2,0.8,0.15,0.3,0.4
477,0.5,0.5,0.5,0.5,0.5
478,0.2,0.7,0.1,0.3,0.2
479,0.35,0.78,0.2,0.3,0.45
480,0.2,0.7,0.15,0.3,0.6
481,0.2,0.68,0.15,0.55,0.62
482,0.15,0.78,0.22,0.42,0.28
483,0.2,0.73,0.15,0.81,0.42
484,0.4,0.8,0.2,0.45,0.2
485,0.2,0.8,0.15,0.45,0.2
486,0.1,0.8,0.1,0.3,0.3
487,0.2,0.8,0.15,0.45,0.6
488,0.2,0.45,0.2,0.5,0.5
489,0.2,0.8,0.15,0.3,0.2
490,0.25,0.85,0.15,0.35,0.2
491,0.3,0.8,0.2,0.5,0.3
492,0.2,0.75,0.2,0.65,0.3
493,0.6,0.7,0.3,0.6,0.6
494,0.25,0.82,0.18,0.45,0.22
495,0.62,0.68,0.35,0.4,0.45
496,0.2,0.75,0.2,0.65,0.15
497,0.2,0.35,0.2,0.3,0.85
498,0.25,0.85,0.15,0.45,0.2
499,0.2,0.6,0.2,0.4,0.2
