sample_id,openness,conscientiousness,extraversion,agreeableness,neuroticism
257,0.62,0.86,0.32,0.51,0.44
258,,,,,
259,0.6,0.85,0.2,0.65,0.2
260,0.35,0.75,0.2,0.65,0.55
261,0.2,0.8,0.2,0.45,0.15
262,0.2,0.8,0.2,0.7,0.15
263,,,,,
264,0.3,0.78,0.2,0.45,0.35
265,,,,,
266,,,,,
267,0.25,0.85,0.15,0.4,0.2
268,0.22,0.86,0.34,0.55,0.13
269,0.35,0.82,0.15,0.42,0.18
270,0.15,0.62,0.1,0.3,0.2
271,,,,,
272,0.15,0.78,0.12,0.55,0.3
273,0.25,0.82,0.34,0.71,0.18
274,0.2,0.4,0.2,0.8,0.6
275,0.5,0.85,0.35,0.7,0.2
276,0.25,0.81,0.15,0.4,0.35
277,0.25,0.82,0.18,0.35,0.57
278,,,,,
279,0.3,0.6,0.2,0.7,0.6
280,0.25,0.8,0.2,0.4,0.55
281,0.35,0.85,0.25,0.45,0.2
282,0.25,0.65,0.15,0.2,0.6
283,0.2,0.6,0.2,0.45,0.25
284,0.2,0.75,0.2,0.6,0.68
285,0.55,0.78,0.22,0.44,0.53
286,0.25,0.6,0.2,0.7,0.45
287,0.2,0.8,0.2,0.5,0.2
288,0.22,0.88,0.15,0.58,0.32
289,0.4,0.78,0.55,0.45,0.35
290,0.35,0.78,0.2,0.3,0.15
291,0.2,0.75,0.2,0.5,0.65
292,0.7,0.9,0.3,0.7,0.1
293,0.2,0.8,0.15,0.45,0.2
294,,,,,
295,0.25,0.78,0.42,0.55,0.15
296,0.25,0.72,0.15,0.45,0.3
297,0.25,0.68,0.2,0.6,0.58
298,,,,,
299,0.42,0.86,0.31,0.77,0.54
300,0.25,0.78,0.2,0.34,0.42
301,0.3,0.85,0.2,0.4,0.15
302,0.2,0.85,0.15,0.45,0.1
303,0.25,0.68,0.2,0.6,0.78
304,0.3,0.85,0.2,0.55,0.35
305,,,,,
306,0.55,0.78,0.35,0.45,0.25
307,0.45,0.78,0.33,0.55,0.28
308,0.2,0.8,0.1,0.4,0.5
309,0.6,0.75,0.3,0.65,0.2
310,0.2,0.55,0.2,0.45,0.6
311,0.35,0.78,0.3,0.45,0.4
312,0.2,0.8,0.15,0.3,0.2
313,0.2,0.75,0.3,0.6,0.55
314,0.2,0.8,0.2,0.6,0.3
315,0.22,0.88,0.18,0.46,0.14
316,0.2,0.88,0.1,0.45,0.3
317,0.3,0.85,0.2,0.45,0.15
318,0.3,0.8,0.2,0.4,0.6
319,0.6,0.65,0.2,0.6,0.2
320,0.35,0.68,0.2,0.25,0.15
321,,,,,
322,0.25,0.88,0.34,0.72,0.28
323,0.2,0.55,0.15,0.68,0.58
324,0.2,0.88,0.12,0.45,0.15
325,0.2,0.65,0.3,0.5,0.75
326,0.2,0.85,0.35,0.7,0.45
327,0.2,0.86,0.15,0.35,0.2
328,0.25,0.78,0.2,0.65,0.35
329,0.2,0.72,0.15,0.3,0.28
330,0.35,0.78,0.3,0.75,0.15
331,0.25,0.85,0.15,0.35,0.2
332,0.2,0.4,0.2,0.8,0.6
333,,,,,
334,0.62,0.85,0.2,0.45,0.1
335,0.3,0.85,0.2,0.45,0.4
336,,,,,
337,0.5,0.9,0.3,0.4,0.3
338,0.3,0.85,0.2,0.4,0.2
339,,,,,
340,0.25,0.78,0.12,0.44,0.3
341,0.2,0.85,0.15,0.65,0.2
342,0.22,0.86,0.35,0.66,0.41
343,0.22,0.58,0.18,0.68,0.62
344,0.25,0.85,0.35,0.7,0.2
345,0.4,0.7,0.2,0.5,0.2
346,0.2,0.65,0.1,0.4,0.55
347,0.3,0.85,0.2,0.4,0.15
348,0.2,0.85,0.15,0.6,0.1
349,0.35,0.68,0.22,0.54,0.46
350,0.2,0.8,0.2,0.4,0.2
351,0.68,0.82,0.34,0.61,0.28
352,0.35,0.78,0.2,0.55,0.15
353,0.2,0.85,0.15,0.6,0.1
354,,,,,
355,,,,,
356,0.22,0.78,0.18,0.62,0.12
357,0.25,0.85,0.15,0.6,0.2
358,0.25,0.78,0.12,0.58,0.38
359,0.2,0.85,0.15,0.45,0.1
360,0.25,0.85,0.2,0.6,0.2
361,0.35,0.86,0.2,0.55,0.15
362,0.22,0.81,0.31,0.73,0.46
363,0.2,0.62,0.15,0.25,0.48
364,0.25,0.85,0.15,0.3,0.1
365,0.2,0.8,0.3,0.7,0.4
366,0.25,0.85,0.4,0.75,0.15
367,0.2,0.78,0.15,0.66,0.42
368,0.2,0.8,0.15,0.4,0.2
369,0.25,0.85,0.3,0.4,0.2
370,,,,,
371,0.2,0.85,0.15,0.4,0.1
372,0.35,0.82,0.2,0.42,0.18
373,0.35,0.85,0.25,0.65,0.2
374,,,,,
375,0.3,0.65,0.2,0.45,0.6
376,0.3,0.8,0.2,0.6,0.3
377,0.35,0.85,0.2,0.4,0.2
378,0.3,0.86,0.25,0.45,0.2
379,0.55,0.82,0.22,0.68,0.38
380,0.33,0.82,0.18,0.55,0.22
381,0.3,0.85,0.2,0.35,0.15
382,,,,,
383,0.2,0.8,0.2,0.3,0.1
384,0.25,0.55,0.2,0.45,0.68
385,0.25,0.68,0.1,0.55,0.45
386,0.2,0.7,0.2,0.5,0.6
387,,,,,
388,0.45,0.82,0.18,0.66,0.12
389,0.2,0.85,0.35,0.7,0.15
390,0.35,0.85,0.2,0.55,0.45
391,0.35,0.68,0.3,0.75,0.2
392,0.35,0.78,0.2,0.55,0.25
393,,,,,
394,0.25,0.78,0.15,0.4,0.2
395,0.45,0.78,0.35,0.7,0.3
396,0.75,0.85,0.3,0.55,0.2
397,0.4,0.7,0.3,0.6,0.2
398,,,,,
399,,,,,
400,0.35,0.78,0.2,0.45,0.55
401,0.6,0.85,0.2,0.45,0.2
402,0.2,0.86,0.15,0.3,0.1
403,0.2,0.65,0.15,0.4,0.6
404,0.55,0.78,0.35,0.7,0.2
405,0.2,0.8,0.2,0.55,0.2
406,,,,,
407,,,,,
408,,,,,
409,0.2,0.85,0.15,0.55,0.3
410,0.35,0.78,0.2,0.4,0.3
411,0.25,0.85,0.2,0.45,0.2
412,0.5,0.5,0.5,0.5,0.5
413,,,,,
414,,,,,
415,0.3,0.4,0.5,0.7,0.7
416,0.2,0.8,0.2,0.6,0.3
417,0.3,0.85,0.2,0.45,0.4
418,0.2,0.45,0.2,0.55,0.68
419,,,,,
420,,,,,
421,0.2,0.88,0.1,0.55,0.15
422,0.2,0.75,0.1,0.2,0.4
423,0.25,0.85,0.15,0.45,0.2
424,0.45,0.86,0.22,0.78,0.15
425,,,,,
426,0.25,0.85,0.4,0.65,0.15
427,0.25,0.85,0.3,0.55,0.2
428,0.35,0.85,0.2,0.45,0.15
429,0.4,0.7,0.2,0.45,0.6
430,0.2,0.85,0.15,0.4,0.2
431,0.62,0.78,0.28,0.55,0.2
432,0.55,0.75,0.35,0.8,0.2
433,0.35,0.78,0.25,0.6,0.45
434,0.25,0.78,0.15,0.4,0.35
435,0.35,0.82,0.18,0.44,0.12
436,0.52,0.78,0.25,0.58,0.2
437,0.2,0.85,0.35,0.65,0.15
438,0.35,0.78,0.2,0.48,0.25
439,0.2,0.8,0.55,0.75,0.45
440,0.45,0.85,0.25,0.4,0.2
441,0.25,0.82,0.22,0.57,0.34
442,,,,,
443,0.2,0.8,0.15,0.6,0.65
444,0.45,0.85,0.2,0.65,0.15
445,,,,,
446,0.25,0.82,0.18,0.55,0.12
447,0.55,0.68,0.2,0.35,0.6
448,0.2,0.85,0.25,0.4,0.15
449,0.2,0.7,0.1,0.3,0.6
450,0.35,0.78,0.22,0.45,0.18
451,0.35,0.78,0.25,0.65,0.4
452,,,,,
453,0.2,0.85,0.2,0.4,0.15
454,,,,,
455,0.22,0.86,0.14,0.32,0.55
456,0.3,0.75,0.2,0.4,0.55
457,0.2,0.8,0.2,0.4,0.3
458,0.2,0.8,0.2,0.7,0.3
459,0.75,0.85,0.55,0.7,0.2
460,0.35,0.78,0.25,0.55,0.2
461,,,,,
462,0.55,0.68,0.2,0.3,0.2
463,0.2,0.86,0.25,0.55,0.62
464,0.4,0.8,0.2,0.5,0.2
465,0.25,0.85,0.15,0.6,0.1
466,,,,,
467,0.2,0.85,0.15,0.4,0.45
468,0.25,0.68,0.2,0.4,0.6
469,0.35,0.78,0.2,0.68,0.3
470,0.2,0.8,0.15,0.35,0.2
471,0.35,0.66,0.2,0.45,0.55
472,0.2,0.78,0.15,0.6,0.35
473,0.2,0.6,0.2,0.7,0.5
474,0.25,0.78,0.15,0.4,0.5
475,0.25,0.68,0.15,0.65,0.35
476,0.2,0.73,0.35,0.77,0.66
477,0.25,0.82,0.12,0.38,0.18
478,0.3,0.8,0.4,0.7,0.35
479,0.25,0.78,0.22,0.66,0.44
480,0.82,0.86,0.34,0.71,0.23
481,,,,,
482,0.2,0.8,0.2,0.55,0.2
483,0.2,0.68,0.15,0.3,0.7
484,0.35,0.78,0.2,0.65,0.45
485,,,,,
486,0.2,0.8,0.1,0.45,0.2
487,0.22,0.81,0.14,0.38,0.46
488,0.3,0.8,0.2,0.4,0.2
489,0.22,0.68,0.18,0.35,0.24
490,0.2,0.8,0.3,0.4,0.4
491,,,,,
492,0.2,0.85,0.15,0.4,0.4
493,,,,,
494,0.45,0.78,0.3,0.7,0.35
495,0.2,0.85,0.15,0.6,0.1
496,0.2,0.86,0.15,0.6,0.1
497,0.5,0.8,0.3,0.7,0.3
498,0.25,0.85,0.3,0.45,0.28
499,0.34,0.79,0.22,0.66,0.77
500,0.2,0.8,0.2,0.4,0.3
501,0.2,0.8,0.15,0.4,0.55
502,,,,,
503,0.2,0.7,0.2,0.5,0.6
504,0.25,0.85,0.15,0.4,0.2
505,0.2,0.75,0.15,0.45,0.35
506,0.55,0.78,0.2,0.35,0.15
507,0.2,0.85,0.15,0.4,0.1
508,0.2,0.75,0.2,0.8,0.4
509,0.2,0.85,0.2,0.4,0.15
510,0.3,0.85,0.2,0.4,0.2
511,0.15,0.85,0.1,0.2,0.35
512,0.34,0.81,0.18,0.22,0.58
513,0.25,0.82,0.12,0.35,0.62
514,0.28,0.78,0.18,0.42,0.33
515,0.4,0.85,0.35,0.78,0.6
516,0.3,0.8,0.2,0.45,0.6
517,0.2,0.86,0.3,0.72,0.15
518,,,,,
519,0.2,0.85,0.15,0.35,0.1
520,0.25,0.85,0.2,0.75,0.55
521,,,,,
522,0.35,0.78,0.3,0.7,0.55
523,0.2,0.85,0.15,0.65,0.2
524,,,,,
525,0.2,0.8,0.15,0.45,0.3
526,0.55,0.82,0.28,0.44,0.32
527,0.2,0.82,0.15,0.4,0.45
528,0.66,0.86,0.34,0.78,0.22
529,0.35,0.85,0.4,0.7,0.2
530,,,,,
531,,,,,
532,0.65,0.85,0.35,0.78,0.2
533,0.45,0.68,0.2,0.4,0.25
534,0.2,0.8,0.15,0.6,0.3
535,,,,,
536,,,,,
537,0.25,0.85,0.2,0.45,0.15
538,0.25,0.82,0.12,0.48,0.3
539,,,,,
540,0.2,0.7,0.1,0.4,0.6
541,0.25,0.82,0.3,0.55,0.35
542,0.55,0.72,0.22,0.44,0.34
543,,,,,
544,0.35,0.78,0.2,0.35,0.2
545,0.35,0.78,0.2,0.45,0.15
546,0.2,0.7,0.1,0.2,0.3
547,0.65,0.78,0.3,0.6,0.35
548,0.2,0.8,0.5,0.7,0.45
549,,,,,
550,0.2,0.6,0.1,0.2,0.2
551,0.35,0.82,0.18,0.3,0.14
552,0.2,0.8,0.1,0.4,0.3
553,0.2,0.85,0.1,0.3,0.55
554,0.25,0.78,0.15,0.35,0.2
555,,,,,
556,0.35,0.85,0.7,0.4,0.2
557,,,,,
558,0.2,0.8,0.15,0.4,0.3
559,0.4,0.7,0.2,0.4,0.2
560,,,,,
561,,,,,
562,0.2,0.8,0.3,0.55,0.2
563,0.4,0.9,0.3,0.8,0.6
564,0.2,0.55,0.15,0.5,0.75
565,0.35,0.78,0.3,0.65,0.55
566,0.25,0.55,0.2,0.45,0.6
567,0.25,0.68,0.15,0.3,0.55
568,0.35,0.85,0.2,0.55,0.15
569,0.2,0.8,0.3,0.7,0.1
570,0.65,0.85,0.25,0.7,0.2
571,0.3,0.7,0.2,0.4,0.6
572,0.2,0.8,0.2,0.4,0.5
573,0.2,0.9,0.2,0.4,0.1
574,0.2,0.5,0.2,0.4,0.3
575,0.25,0.82,0.23,0.61,0.48
576,0.55,0.78,0.3,0.45,0.4
577,0.2,0.8,0.1,0.4,0.2
578,0.28,0.62,0.22,0.42,0.58
579,0.2,0.8,0.2,0.3,0.3
580,0.42,0.86,0.19,0.34,0.24
581,0.3,0.85,0.4,0.45,0.2
582,0.2,0.85,0.3,0.45,0.55
583,0.25,0.82,0.18,0.71,0.55
584,0.35,0.82,0.18,0.62,0.12
585,,,,,
586,0.2,0.78,0.15,0.4,0.2
587,,,,,
588,0.3,0.85,0.2,0.4,0.2
589,0.2,0.8,0.1,0.3,0.2
590,0.35,0.72,0.55,0.81,0.22
591,,,,,
592,0.4,0.8,0.2,0.75,0.2
593,0.4,0.8,0.6,0.85,0.1
594,,,,,
595,,,,,
596,,,,,
597,0.2,0.8,0.3,0.45,0.2
598,0.2,0.8,0.1,0.45,0.2
599,0.75,0.8,0.2,0.4,0.15
600,0.25,0.82,0.33,0.55,0.34
601,0.6,0.8,0.35,0.7,0.2
602,,,,,
603,0.35,0.82,0.18,0.62,0.15
604,0.78,0.82,0.25,0.55,0.2
605,,,,,
606,0.65,0.78,0.35,0.55,0.2
607,0.2,0.8,0.6,0.7,0.15
608,0.2,0.8,0.2,0.4,0.5
609,0.2,0.8,0.15,0.4,0.2
610,0.3,0.8,0.2,0.45,0.35
611,0.3,0.8,0.25,0.45,0.2
612,,,,,
613,0.35,0.85,0.2,0.55,0.45
614,0.4,0.78,0.2,0.38,0.18
615,,,,,
616,0.4,0.8,0.3,0.6,0.3
617,,,,,
618,0.2,0.7,0.1,0.4,0.2
619,0.22,0.86,0.12,0.44,0.18
620,0.2,0.8,0.1,0.4,0.1
621,0.2,0.4,0.15,0.3,0.35
622,,,,,
623,0.2,0.8,0.3,0.4,0.6
624,,,,,
625,,,,,
626,0.3,0.85,0.2,0.6,0.15
627,0.2,0.7,0.2,0.4,0.55
628,0.3,0.7,0.2,0.3,0.2
629,0.2,0.8,0.1,0.4,0.4
630,0.72,0.81,0.22,0.31,0.19
631,0.2,0.8,0.1,0.6,0.2
632,0.2,0.8,0.3,0.7,0.2
633,0.58,0.73,0.28,0.42,0.22
634,0.25,0.85,0.2,0.45,0.2
635,0.25,0.78,0.2,0.6,0.15
636,0.2,0.7,0.1,0.3,0.6
637,0.2,0.86,0.2,0.55,0.2
638,0.25,0.72,0.2,0.55,0.45
639,0.62,0.86,0.34,0.74,0.56
640,0.3,0.75,0.2,0.6,0.4
641,,,,,
642,0.2,0.78,0.15,0.6,0.45
643,0.45,0.78,0.35,0.65,0.4
644,,,,,
645,0.6,0.65,0.2,0.45,0.15
646,0.2,0.7,0.2,0.55,0.6
647,0.42,0.73,0.34,0.38,0.21
648,0.2,0.78,0.1,0.2,0.45
649,0.2,0.8,0.4,0.7,0.2
650,0.2,0.8,0.15,0.7,0.2
651,0.25,0.88,0.42,0.48,0.15
652,0.35,0.75,0.2,0.45,0.4
653,0.2,0.85,0.2,0.45,0.15
654,0.25,0.78,0.15,0.42,0.48
655,,,,,
656,,,,,
657,,,,,
658,,,,,
659,0.38,0.82,0.48,0.77,0.22
660,0.15,0.62,0.08,0.22,0.31
661,0.6,0.8,0.3,0.5,0.2
662,0.66,0.79,0.42,0.34,0.28
663,0.3,0.7,0.2,0.6,0.6
664,,,,,
665,,,,,
666,,,,,
667,,,,,
668,0.25,0.68,0.18,0.42,0.57
669,0.35,0.85,0.2,0.4,0.15
670,,,,,
671,,,,,
672,,,,,
673,0.2,0.85,0.15,0.3,0.2
674,0.72,0.55,0.2,0.58,0.65
675,0.25,0.78,0.15,0.4,0.35
676,,,,,
677,,,,,
678,0.25,0.78,0.15,0.55,0.4
679,0.2,0.8,0.15,0.4,0.3
680,0.75,0.85,0.2,0.6,0.15
681,0.35,0.78,0.42,0.62,0.28
682,0.2,0.8,0.2,0.4,0.2
683,0.35,0.82,0.28,0.44,0.2
684,0.2,0.75,0.1,0.4,0.55
685,0.2,0.85,0.15,0.65,0.1
686,0.25,0.82,0.12,0.38,0.22
687,0.45,0.62,0.18,0.34,0.48
688,0.62,0.85,0.35,0.78,0.2
689,0.4,0.8,0.3,0.7,0.55
690,0.25,0.85,0.15,0.3,0.1
691,0.2,0.7,0.2,0.8,0.4
692,0.2,0.85,0.15,0.7,0.1
693,0.25,0.83,0.18,0.45,0.12
694,,,,,
695,,,,,
696,,,,,
697,0.2,0.85,0.15,0.4,0.55
698,0.35,0.82,0.18,0.42,0.18
699,0.2,0.68,0.15,0.4,0.55
700,0.25,0.78,0.2,0.4,0.15
701,,,,,
702,,,,,
703,0.3,0.82,0.2,0.45,0.5
704,0.66,0.45,0.2,0.4,0.55
705,0.45,0.75,0.3,0.4,0.55
706,0.2,0.8,0.2,0.55,0.4
707,0.25,0.85,0.15,0.45,0.2
708,0.35,0.85,0.2,0.55,0.4
709,0.35,0.82,0.18,0.44,0.12
710,0.2,0.7,0.2,0.3,0.6
711,0.2,0.8,0.1,0.3,0.7
712,0.3,0.8,0.2,0.6,0.2
713,0.2,0.68,0.1,0.55,0.48
714,0.4,0.85,0.35,0.72,0.2
715,0.35,0.78,0.2,0.4,0.2
716,,,,,
717,,,,,
718,0.25,0.85,0.2,0.3,0.15
719,0.35,0.78,0.2,0.65,0.45
720,0.2,0.78,0.15,0.45,0.35
721,0.25,0.78,0.15,0.35,0.55
722,0.42,0.86,0.18,0.55,0.12
723,0.55,0.78,0.2,0.45,0.62
724,0.3,0.8,0.2,0.5,0.4
725,0.2,0.78,0.15,0.52,0.2
726,0.25,0.85,0.3,0.45,0.2
727,0.2,0.8,0.3,0.6,0.2
728,,,,,
729,,,,,
730,0.3,0.8,0.2,0.4,0.2
731,0.4,0.78,0.2,0.65,0.15
732,0.4,0.8,0.2,0.5,0.3
733,,,,,
