sample_id,openness,conscientiousness,extraversion,agreeableness,neuroticism
86,0.2,0.8,0.2,0.7,0.0
87,0.4,0.8,0.2,0.9,0.0
88,0.4,0.6,0.3,0.6,0.3
89,0.3,0.4,0.2,0.4,0.1
90,0.6,0.7,0.3,0.8,0.4
91,0.3,0.7,0.1,0.8,0.0
92,0.4,0.8,0.3,0.7,0.0
93,0.4,0.5,0.3,0.4,0.2
94,0.4,0.7,0.2,0.6,0.3
95,0.4,0.6,0.4,0.6,0.0
96,,,,,
97,0.4,0.6,0.3,0.7,0.2
98,0.2,0.8,0.1,0.3,0.2
99,0.6,0.7,0.4,0.8,0.5
100,0.3,0.8,0.2,0.6,0.0
101,0.3,0.5,0.3,0.6,0.4
102,0.4,0.6,0.4,0.7,0.2
103,0.4,0.6,0.3,0.7,0.8
104,0.3,0.7,0.4,0.4,0.0
105,0.4,0.6,0.2,0.7,0.5
106,0.4,0.6,0.2,0.6,0.8
107,0.4,0.6,0.3,0.7,0.2
108,0.4,0.8,0.2,0.7,0.0
109,0.5,0.85,0.4,0.75,0.3
110,0.4,0.6,0.4,0.6,0.2
111,0.4,0.7,0.4,0.5,0.1
112,0.4,0.6,0.4,0.6,0.2
113,0.4,0.8,0.2,0.7,0.0
114,0.4,0.7,0.4,0.8,0.3
115,0.6,0.8,0.4,0.7,0.2
116,0.4,0.6,0.2,0.8,0.1
117,0.4,0.7,0.3,0.6,0.0
118,0.4,0.6,0.3,0.7,0.0
119,0.43,0.73,0.13,0.67,0.0
120,0.2,0.6,0.2,0.8,0.7
121,0.4,0.7,0.1,0.8,0.0
122,0.5,0.7,0.2,0.4,0.1
123,0.4,0.8,0.2,0.7,0.1
124,0.5,0.7,0.4,0.8,0.2
125,0.4,0.7,0.3,0.6,0.1
126,0.2,0.6,0.1,0.5,0.2
127,0.4,0.6,0.2,0.7,0.1
128,0.2,0.7,0.1,0.2,0.6
129,0.3,0.5,0.3,0.7,0.1
130,0.4,0.6,0.3,0.7,0.2
131,0.4,0.7,0.1,0.6,0.0
132,0.4,0.6,0.3,0.7,0.2
133,0.3,0.6,0.2,0.8,0.4
134,0.3,0.7,0.2,0.6,0.0
135,0.2,0.8,0.2,0.6,0.1
136,0.4,0.6,0.2,0.6,0.0
137,0.6,0.9,0.2,0.7,0.1
138,0.5,0.8,0.2,0.8,0.0
139,0.5,0.7,0.3,0.6,0.2
140,0.4,0.8,0.2,0.7,0.0
141,0.4,0.5,0.3,0.7,0.2
142,0.4,0.8,0.3,0.4,0.2
143,0.6,0.8,0.3,0.9,0.1
144,0.4,0.6,0.2,0.8,0.1
145,0.5,0.8,0.4,0.7,0.2
146,0.5,0.7,0.2,0.6,0.1
147,0.4,0.6,0.3,0.7,0.5
148,0.2,0.5,0.3,0.7,0.0
149,0.4,0.7,0.2,0.6,0.1
150,0.3,0.5,0.2,0.7,0.1
151,0.4,0.7,0.2,0.6,0.1
152,0.4,0.7,0.3,0.6,0.1
153,0.3,0.7,0.0,0.7,0.0
154,0.2,0.5,0.4,0.6,0.2
155,0.4,0.8,0.2,0.6,0.1
156,0.3,0.8,0.2,0.6,0.1
157,0.3,0.6,0.2,0.4,0.2
158,0.4,0.6,0.2,0.8,0.0
159,0.4,0.5,0.3,0.7,0.2
160,0.5,0.6,0.4,0.7,0.0
161,0.4,0.8,0.3,0.7,0.2
162,0.3,0.4,0.3,0.7,0.0
163,0.3,0.7,0.3,0.7,0.0
164,0.3,0.7,0.2,0.6,0.0
165,0.6,0.8,0.2,0.9,0.0
166,0.6,0.8,0.4,0.6,0.2
167,0.4,0.7,0.2,0.6,0.0
168,0.5,0.8,0.3,0.7,0.2
169,0.2,0.7,0.2,0.8,0.0
170,0.3,0.5,0.4,0.7,0.0
171,0.2,0.8,0.2,0.6,0.0
172,0.6,0.8,0.4,0.7,0.1
173,0.63,0.73,0.31,0.76,0.23
174,0.2,0.8,0.2,0.8,0.0
175,0.4,0.6,0.2,0.8,0.1
176,0.4,0.8,0.2,0.6,0.0
177,0.5,0.6,0.4,0.8,0.7
178,0.4,0.8,0.2,0.7,0.0
179,0.4,0.6,0.2,0.7,0.0
180,0.5,0.8,0.3,0.6,0.2
181,0.4,0.7,0.3,0.7,0.2
182,0.2,0.6,0.2,0.8,0.4
183,0.4,0.6,0.2,0.8,0.7
184,0.4,0.6,0.2,0.5,0.1
185,0.5,0.7,0.4,0.6,0.1
186,0.6,0.8,0.5,0.9,0.2
187,0.2,0.5,0.3,0.6,0.5
188,0.3,0.8,0.2,0.6,0.2
189,0.5,0.7,0.4,0.7,0.3
190,0.3,0.8,0.2,0.9,0.6
191,0.3,0.8,0.2,0.8,0.2
192,0.4,0.7,0.3,0.7,0.0
193,0.2,0.8,0.0,0.7,0.0
194,0.5,0.6,0.4,0.7,0.8
195,0.4,0.6,0.4,0.6,0.2
196,0.4,0.6,0.2,0.8,0.0
197,0.4,0.7,0.2,0.6,0.0
198,0.4,0.7,0.2,0.8,0.1
199,0.2,0.8,0.2,0.7,0.0
200,0.5,0.7,0.2,0.8,0.2
201,0.6,0.7,0.5,0.8,0.3
202,0.6,0.8,0.3,0.7,0.0
203,0.3,0.8,0.2,0.6,0.0
204,0.3,0.5,0.1,0.8,0.0
205,0.4,0.6,0.4,0.6,0.1
206,0.6,0.8,0.2,0.9,0.1
207,0.2,0.4,0.1,0.7,0.6
208,0.4,0.6,0.4,0.7,0.5
209,0.2,0.6,0.1,0.8,0.0
210,0.5,0.7,0.3,0.7,0.1
211,0.4,0.4,0.4,0.5,0.6
212,0.6,0.5,0.4,0.8,0.2
213,0.3,0.6,0.4,0.6,0.2
214,0.4,0.9,0.2,0.8,0.0
215,0.4,0.8,0.2,0.6,0.0
216,0.6,0.8,0.3,0.9,0.1
217,0.4,0.6,0.2,0.8,0.1
218,0.2,0.8,0.2,0.8,0.0
219,0.4,0.6,0.2,0.7,0.1
220,0.2,0.8,0.1,0.1,0.0
221,0.5,0.7,0.4,0.9,0.2
222,0.4,0.6,0.2,0.8,0.1
223,0.5,0.7,0.3,0.6,0.2
224,0.4,0.6,0.3,0.7,0.0
225,0.3,0.6,0.4,0.7,0.0
226,0.4,0.8,0.2,0.6,0.0
227,0.4,0.6,0.4,0.7,0.2
228,0.4,0.7,0.2,0.6,0.1
229,0.4,0.7,0.2,0.6,0.0
230,0.5,0.7,0.3,0.6,0.2
231,0.6,0.7,0.4,0.7,0.2
232,0.4,0.6,0.4,0.5,0.2
233,0.4,0.6,0.0,0.7,0.0
234,0.6,0.5,0.2,0.7,0.1
235,0.4,0.7,0.1,0.8,0.2
236,0.4,0.6,0.4,0.7,0.2
237,0.5,0.8,0.4,0.9,0.1
238,0.4,0.8,0.2,0.7,0.1
239,0.4,0.6,0.3,0.7,0.1
240,0.4,0.6,0.3,0.7,0.2
241,,,,,
242,0.5,0.8,0.2,0.7,0.1
243,0.4,0.5,0.3,0.6,0.1
244,0.4,0.6,0.3,0.6,0.2
245,0.4,0.75,0.2,0.7,0.3
246,0.4,0.6,0.3,0.7,0.5
247,0.4,0.7,0.2,0.8,0.1
248,0.3,0.7,0.4,0.7,0.1
249,0.4,0.9,0.2,0.6,0.1
250,0.3,0.4,0.2,0.4,0.6
251,0.2,0.8,0.2,0.7,0.0
252,0.2,0.8,0.2,0.8,0.0
253,0.7,0.8,0.3,0.7,0.0
254,0.6,0.7,0.3,0.7,0.2
255,0.5,0.7,0.3,0.7,0.0
256,0.3,0.8,0.1,0.7,0.0
257,0.6,0.8,0.4,0.7,0.2
258,0.5,0.6,0.2,0.9,0.1
259,0.4,0.8,0.2,0.8,0.1
260,0.4,0.6,0.2,0.9,0.7
261,0.4,0.6,0.2,0.7,0.0
262,0.2,0.8,0.2,0.9,0.1
263,0.3,0.4,0.2,0.6,0.2
264,0.4,0.7,0.3,0.6,0.2
265,0.3,0.8,0.2,0.9,0.0
266,0.2,0.6,0.0,0.8,0.4
267,0.3,0.8,0.1,0.7,0.0
268,0.4,0.8,0.2,0.7,0.0
269,0.4,0.6,0.2,0.5,0.3
270,0.1,0.3,0.1,0.2,0.0
271,0.5,0.8,0.2,0.7,0.0
272,0.4,0.6,0.2,0.8,0.0
273,0.4,0.8,0.2,0.7,0.1
274,0.2,0.5,0.2,0.8,0.4
275,0.6,0.9,0.4,0.7,0.2
276,0.4,0.7,0.2,0.6,0.0
277,0.5,0.6,0.4,0.7,0.3
278,0.4,0.6,0.4,0.7,0.0
279,0.4,0.4,0.3,0.5,0.4
280,0.45,0.65,0.35,0.55,0.55
281,0.6,0.8,0.4,0.7,0.2
282,0.3,0.7,0.2,0.6,0.1
283,0.3,0.4,0.2,0.3,0.1
284,0.3,0.6,0.4,0.7,0.2
285,0.4,0.6,0.3,0.7,0.2
286,0.3,0.5,0.2,0.7,0.4
287,0.4,0.7,0.2,0.6,0.0
288,0.4,0.7,0.2,0.6,0.0
289,0.3,0.8,0.4,0.6,0.2
290,0.4,0.6,0.2,0.8,0.0
291,0.3,0.4,0.2,0.6,0.7
292,0.6,0.8,0.3,0.9,0.1
293,0.4,0.8,0.4,0.6,0.1
294,0.5,0.7,0.2,0.6,0.2
295,0.4,0.7,0.3,0.5,0.0
296,0.4,0.6,0.3,0.7,0.0
297,0.4,0.5,0.3,0.8,0.4
298,0.4,0.7,0.4,0.8,0.3
299,0.6,0.8,0.4,0.7,0.2
300,0.3,0.4,0.1,0.6,0.2
301,0.2,0.8,0.4,0.6,0.0
302,0.3,0.8,0.1,0.5,0.0
303,0.3,0.6,0.2,0.8,0.7
304,0.4,0.7,0.2,0.6,0.1
305,0.2,0.6,0.4,0.8,0.9
306,0.5,0.6,0.4,0.7,0.2
307,0.4,0.6,0.2,0.9,0.0
308,0.5,0.7,0.4,0.6,0.0
309,0.5,0.6,0.4,0.7,0.3
310,0.4,0.5,0.2,0.8,0.6
311,0.5,0.7,0.4,0.6,0.2
312,0.4,0.6,0.3,0.8,0.0
313,0.2,0.8,0.1,0.9,0.0
314,0.4,0.7,0.4,0.7,0.0
315,0.2,0.7,0.0,0.6,0.0
316,0.4,0.6,0.3,0.7,0.2
317,0.5,0.8,0.4,0.7,0.2
318,0.4,0.7,0.2,0.6,0.8
319,0.4,0.3,0.2,0.7,0.1
320,0.5,0.5,0.5,0.5,0.5
321,0.4,0.7,0.2,0.6,0.1
322,0.4,0.7,0.2,0.6,0.3
323,0.3,0.4,0.2,0.4,0.7
324,0.4,0.9,0.2,0.6,0.1
325,0.5,0.4,0.4,0.5,0.8
326,0.4,0.6,0.3,0.7,0.5
327,0.4,0.6,0.2,0.7,0.0
328,0.5,0.7,0.3,0.6,0.0
329,0.2,0.5,0.0,0.4,0.0
330,0.3,0.7,0.3,0.7,0.0
331,0.3,0.7,0.2,0.6,0.0
332,0.2,0.4,0.3,0.8,0.1
333,0.6,0.8,0.4,0.6,0.2
334,0.6,0.8,0.4,0.7,0.2
335,0.6,0.8,0.4,0.7,0.2
336,0.2,0.4,0.2,0.4,0.8
337,0.4,0.7,0.3,0.5,0.2
338,0.2,0.6,0.2,0.4,0.1
339,0.4,0.8,0.2,0.7,0.0
340,0.4,0.6,0.2,0.6,0.3
341,0.3,0.8,0.4,0.9,0.1
342,0.3,0.8,0.2,0.6,0.0
343,0.4,0.5,0.2,0.7,0.8
344,0.3,0.8,0.4,0.7,0.1
345,0.4,0.6,0.2,0.4,0.3
346,0.2,0.5,0.2,0.7,0.6
347,0.4,0.6,0.4,0.6,0.2
348,0.2,0.8,0.2,0.5,0.2
349,0.4,0.6,0.4,0.7,0.3
350,0.4,0.7,0.2,0.6,0.0
351,0.6,0.6,0.4,0.7,0.0
352,0.4,0.7,0.3,0.7,0.0
353,0.4,0.8,0.2,0.7,0.1
354,0.4,0.7,0.2,0.6,0.1
355,0.3,0.7,0.3,0.8,0.0
356,0.3,0.6,0.2,0.8,0.0
357,0.3,0.6,0.2,0.8,0.1
358,0.2,0.8,0.2,0.9,0.0
359,0.3,0.8,0.2,0.4,0.0
360,0.4,0.8,0.2,0.7,0.1
361,0.4,0.7,0.2,0.8,0.1
362,0.4,0.6,0.4,0.7,0.6
363,0.2,0.6,0.3,0.7,0.2
364,0.4,0.8,0.2,0.6,0.0
365,0.2,0.4,0.0,0.6,0.0
366,0.4,0.8,0.4,0.8,0.2
367,0.4,0.7,0.2,0.8,0.1
368,0.2,0.8,0.2,0.6,0.0
369,0.4,0.7,0.3,0.7,0.0
370,0.5,0.7,0.2,0.8,0.0
371,0.2,0.8,0.0,0.7,0.0
372,0.4,0.6,0.2,0.4,0.4
373,0.4,0.8,0.2,0.9,0.0
374,0.6,0.8,0.4,0.6,0.1
375,0.4,0.6,0.3,0.7,0.4
376,0.2,0.6,0.4,0.7,0.0
377,0.3,0.8,0.2,0.6,0.0
378,0.3,0.7,0.2,0.7,0.1
379,0.4,0.7,0.3,0.7,0.6
380,0.35,0.65,0.2,0.65,0.0
381,0.4,0.9,0.2,0.8,0.0
382,0.5,0.8,0.2,0.7,0.3
383,0.4,0.6,0.2,0.6,0.1
384,0.3,0.4,0.3,0.6,0.7
385,0.4,0.6,0.2,0.8,0.4
386,0.4,0.7,0.3,0.6,0.2
387,0.4,0.5,0.3,0.7,0.4
388,0.4,0.7,0.4,0.7,0.1
389,0.4,0.8,0.2,0.7,0.1
390,0.4,0.6,0.2,0.7,0.3
391,0.4,0.6,0.4,0.7,0.3
392,0.4,0.7,0.3,0.6,0.2
393,0.6,0.8,0.4,0.6,0.0
394,0.2,0.4,0.2,0.4,0.0
395,0.4,0.5,0.4,0.7,0.2
396,0.5,0.8,0.4,0.6,0.1
397,0.4,0.4,0.3,0.6,0.2
398,0.4,0.6,0.5,0.8,0.3
399,0.4,0.8,0.2,0.7,0.0
400,0.4,0.7,0.2,0.6,0.3
401,0.4,0.7,0.3,0.6,0.0
402,0.4,0.8,0.2,0.7,0.1
403,0.5,0.6,0.3,0.7,0.8
404,0.5,0.6,0.5,0.7,0.3
405,0.3,0.4,0.2,0.4,0.1
406,0.4,0.8,0.2,0.7,0.1
407,0.5,0.6,0.4,0.7,0.2
408,0.4,0.7,0.1,0.6,0.0
409,0.4,0.6,0.2,0.6,0.0
410,0.5,0.8,0.4,0.7,0.1
411,0.4,0.6,0.2,0.7,0.0
412,0.0,0.0,0.0,0.0,0.0
413,0.5,0.8,0.4,0.7,0.2
414,0.2,0.6,0.2,0.4,0.0
415,0.4,0.6,0.5,0.7,0.2
416,0.5,0.6,0.4,0.6,0.2
417,0.4,0.7,0.3,0.6,0.1
418,0.4,0.2,0.3,0.6,0.5
419,0.4,0.6,0.3,0.7,0.9
420,0.4,0.8,0.3,0.7,0.1
421,0.3,0.8,0.2,0.6,0.1
422,0.4,0.7,0.2,0.6,0.0
423,0.5,0.7,0.4,0.6,0.2
424,0.45,0.85,0.35,0.8,0.2
425,0.6,0.7,0.4,0.6,0.8
426,0.4,0.7,0.4,0.7,0.0
427,0.2,0.7,0.3,0.6,0.1
428,0.4,0.7,0.2,0.8,0.0
429,0.6,0.4,0.2,0.8,0.5
430,0.4,0.8,0.2,0.6,0.1
431,0.4,0.7,0.3,0.6,0.0
432,0.8,0.7,0.5,0.9,0.1
433,0.5,0.6,0.3,0.8,0.2
434,0.5,0.6,0.4,0.7,0.2
435,0.4,0.7,0.2,0.6,0.0
436,0.4,0.7,0.3,0.6,0.1
437,0.4,0.8,0.2,0.7,0.1
438,0.6,0.8,0.4,0.6,0.2
439,0.5,0.7,0.3,0.8,0.2
440,0.4,0.7,0.3,0.6,0.2
441,0.4,0.6,0.2,0.4,0.3
442,0.4,0.6,0.2,0.8,0.1
443,0.4,0.7,0.2,0.6,0.4
444,0.3,0.7,0.3,0.6,0.0
445,0.3,0.4,0.2,0.6,0.1
446,0.3,0.8,0.2,0.6,0.1
447,0.4,0.7,0.3,0.8,0.2
448,0.6,0.8,0.2,0.8,0.0
449,0.3,0.4,0.3,0.2,0.8
450,0.5,0.6,0.4,0.8,0.2
451,0.4,0.7,0.4,0.7,0.3
452,0.4,0.8,0.2,0.7,0.1
453,0.4,0.8,0.3,0.7,0.1
454,0.4,0.6,0.2,0.5,0.2
455,0.4,0.6,0.4,0.7,0.2
456,0.4,0.5,0.3,0.6,0.2
457,0.4,0.7,0.3,0.6,0.0
458,0.2,0.6,0.1,0.4,0.3
459,0.6,0.8,0.4,0.7,0.2
460,0.3,0.7,0.2,0.8,0.0
461,0.1,0.7,0.3,0.8,0.0
462,0.4,0.6,0.4,0.7,0.0
463,0.3,0.7,0.5,0.7,0.0
464,0.4,0.7,0.2,0.9,0.0
465,0.4,0.9,0.2,0.7,0.0
466,0.2,0.4,0.2,0.6,0.7
467,0.5,0.7,0.4,0.6,0.3
468,0.3,0.5,0.3,0.6,0.4
469,0.5,0.8,0.2,0.8,0.0
470,,,,,
471,0.4,0.3,0.1,0.4,0.7
472,0.4,0.6,0.2,0.7,0.0
473,0.4,0.7,0.4,0.7,0.3
474,0.5,0.7,0.3,0.8,0.4
475,0.4,0.7,0.2,0.6,0.1
476,0.3,0.7,0.3,0.8,0.1
477,0.4,0.5,0.2,0.6,0.1
478,0.5,0.8,0.4,0.7,0.2
479,0.4,0.6,0.2,0.7,0.3
480,0.6,0.8,0.4,0.7,0.2
481,0.4,0.6,0.3,0.8,0.2
482,0.4,0.6,0.3,0.7,0.2
483,0.3,0.6,0.4,0.7,0.9
484,0.3,0.7,0.1,0.8,0.2
485,0.4,0.6,0.2,0.8,0.3
486,0.55,0.85,0.15,0.7,0.05
487,0.5,0.8,0.2,0.5,0.2
488,0.4,0.7,0.2,0.6,0.1
489,0.4,0.6,0.3,0.7,0.2
490,0.4,0.6,0.3,0.5,0.2
491,0.55,0.7,0.2,0.85,0.05
492,0.4,0.7,0.2,0.7,0.0
493,0.4,0.4,0.2,0.6,0.8
494,0.5,0.8,0.3,0.7,0.2
495,0.4,0.7,0.0,0.6,0.2
496,0.4,0.8,0.2,0.7,0.1
497,0.4,0.5,0.4,0.7,0.2
498,0.4,0.6,0.3,0.7,0.1
499,0.3,0.6,0.2,0.7,0.9
500,0.4,0.7,0.2,0.6,0.1
501,0.4,0.7,0.2,0.8,0.1
502,0.4,0.7,0.3,0.7,0.0
503,0.5,0.7,0.3,0.8,0.4
504,0.6,0.7,0.4,0.7,0.3
505,0.5,0.6,0.5,0.7,0.6
506,0.4,0.6,0.4,0.6,0.2
507,0.5,0.7,0.3,0.8,0.2
508,0.3,0.6,0.4,0.8,0.0
509,0.4,0.6,0.2,0.6,0.1
510,0.4,0.8,0.2,0.6,0.1
511,0.2,0.6,0.3,0.5,0.4
512,0.2,0.8,0.0,0.4,0.5
513,0.4,0.6,0.4,0.7,0.2
514,0.5,0.7,0.3,0.5,0.2
515,0.6,0.8,0.4,0.7,0.2
516,0.5,0.6,0.4,0.7,0.3
517,0.6,0.7,0.4,0.8,0.2
518,0.4,0.8,0.2,0.6,0.0
519,0.3,0.7,0.2,0.6,0.0
520,0.5,0.7,0.2,0.8,0.5
521,0.4,0.6,0.3,0.7,0.2
522,0.4,0.6,0.3,0.8,0.5
523,0.5,0.8,0.2,0.8,0.1
524,0.5,0.6,0.4,0.7,0.2
525,0.4,0.6,0.2,0.8,0.0
526,0.5,0.8,0.4,0.7,0.2
527,0.5,0.7,0.4,0.7,0.1
528,0.6,0.8,0.4,0.7,0.2
529,0.4,0.8,0.6,0.9,0.2
530,0.3,0.6,0.2,0.8,0.1
531,0.4,0.6,0.3,0.5,0.2
532,0.3,0.8,0.2,0.6,0.1
533,0.4,0.6,0.2,0.6,0.0
534,0.4,0.7,0.4,0.7,0.0
535,0.5,0.7,0.3,0.6,0.2
536,0.4,0.6,0.2,0.8,0.1
537,0.35,0.7,0.15,0.8,0.05
538,0.4,0.6,0.2,0.5,0.1
539,0.5,0.8,0.4,0.6,0.3
540,0.2,0.5,0.5,0.5,0.0
541,0.4,0.7,0.3,0.6,0.2
542,0.5,0.7,0.4,0.7,0.3
543,0.4,0.7,0.3,0.6,0.0
544,0.4,0.6,0.2,0.6,0.2
545,0.6,0.8,0.4,0.6,0.2
546,0.4,0.6,0.3,0.6,0.1
547,0.6,0.8,0.4,0.7,0.2
548,0.4,0.8,0.3,0.6,0.2
549,0.4,0.8,0.1,0.6,0.1
550,0.2,0.6,0.2,0.6,0.2
551,0.3,0.7,0.1,0.8,0.0
552,0.4,0.7,0.2,0.6,0.0
553,0.5,0.7,0.4,0.6,0.3
554,0.4,0.7,0.2,0.8,0.1
555,0.3,0.7,0.2,0.4,0.0
556,0.4,0.6,0.4,0.7,0.0
557,0.4,0.7,0.2,0.6,0.1
558,0.4,0.7,0.3,0.7,0.0
559,0.4,0.6,0.2,0.8,0.1
560,0.3,0.4,0.2,0.5,0.7
561,0.2,0.6,0.1,0.8,0.0
562,0.4,0.7,0.3,0.6,0.2
563,0.6,0.8,0.3,0.9,0.2
564,0.2,0.5,0.4,0.6,0.9
565,0.4,0.7,0.2,0.8,0.3
566,0.4,0.3,0.2,0.5,0.7
567,0.5,0.3,0.3,0.6,0.7
568,0.4,0.7,0.2,0.6,0.0
569,0.4,0.8,0.0,0.8,0.0
570,0.6,0.8,0.4,0.7,0.1
571,0.3,0.5,0.2,0.6,0.4
572,0.4,0.6,0.2,0.4,0.3
573,0.3,0.9,0.4,0.7,0.0
574,0.2,0.1,0.1,0.2,0.6
575,0.4,0.7,0.3,0.7,0.0
576,0.4,0.7,0.4,0.7,0.0
577,0.3,0.7,0.2,0.6,0.1
578,0.2,0.4,0.2,0.6,0.4
579,0.2,0.6,0.1,0.7,0.0
580,0.5,0.4,0.3,0.6,0.2
581,0.3,0.6,0.2,0.7,0.0
582,0.4,0.6,0.2,0.5,0.0
583,0.3,0.7,0.3,0.6,0.4
584,0.3,0.8,0.4,0.7,0.0
585,0.4,0.7,0.2,0.8,0.1
586,0.2,0.6,0.2,0.4,0.0
587,0.4,0.7,0.3,0.7,0.0
588,0.2,0.7,0.2,0.4,0.0
589,0.4,0.7,0.4,0.6,0.2
590,0.4,0.3,0.2,0.6,0.0
591,0.4,0.7,0.2,0.6,0.0
592,0.4,0.8,0.2,0.7,0.0
593,0.4,0.8,0.3,0.7,0.0
594,0.4,0.7,0.2,0.8,0.1
595,0.2,0.6,0.3,0.5,0.4
596,0.4,0.6,0.4,0.8,0.2
597,0.3,0.7,0.2,0.6,0.1
598,0.4,0.7,0.3,0.6,0.2
599,0.6,0.8,0.4,0.6,0.2
600,0.4,0.7,0.4,0.7,0.3
601,0.6,0.8,0.4,0.7,0.2
602,0.5,0.4,0.3,0.6,0.7
603,0.5,0.7,0.3,0.9,0.2
604,0.8,0.9,0.4,0.7,0.0
605,0.4,0.7,0.2,0.6,0.1
606,0.5,0.8,0.5,0.9,0.2
607,0.3,0.8,0.6,0.9,0.1
608,0.4,0.7,0.2,0.5,0.4
609,0.4,0.7,0.2,0.6,0.0
610,0.6,0.8,0.4,0.7,0.1
611,0.2,0.6,0.1,0.5,0.0
612,0.3,0.8,0.2,0.7,0.1
613,0.4,0.4,0.2,0.7,0.0
614,0.5,0.6,0.5,0.7,0.3
615,0.4,0.8,0.2,0.8,0.0
616,0.4,0.6,0.2,0.6,0.4
617,0.3,0.8,0.2,0.6,0.1
618,0.4,0.6,0.3,0.7,0.2
619,0.3,0.7,0.2,0.6,0.1
620,0.2,0.8,0.2,0.6,0.2
621,0.1,0.4,0.2,0.3,0.1
622,0.6,0.7,0.4,0.8,0.3
623,0.4,0.6,0.2,0.8,0.8
624,0.6,0.7,0.4,0.6,0.3
625,0.5,0.3,0.4,0.7,0.2
626,0.4,0.8,0.2,0.6,0.1
627,0.3,0.4,0.3,0.7,0.4
628,0.3,0.5,0.4,0.6,0.2
629,0.4,0.6,0.2,0.8,0.4
630,,,,,
631,0.3,0.8,0.2,0.7,0.0
632,0.4,0.65,0.4,0.7,0.0
633,0.5,0.6,0.3,0.6,0.2
634,0.2,0.6,0.2,0.4,0.0
635,0.4,0.7,0.3,0.6,0.0
